"modelo","n_existencias","precio","descripcion","id_proveedor","id_marca","costo","id_tienda","notas","articulo"
"5549",6,1850,"",7,8,925,4,"","Prenda"
"5550",4,1790,"",7,8,895,4,"","Prenda"
"5551",11,1900,"",7,8,950,4,"","Prenda"
"5552",11,1890,"",7,8,945,4,"","Prenda"
"5553",8,1750,"",7,8,875,4,"","Prenda"
"5554",9,2000,"",7,8,1000,4,"","Prenda"
"5557",8,2700,"",7,8,1350,4,"","Prenda"
"5558",5,1800,"",7,8,900,4,"","Prenda"
"5559",0,1750,"",7,8,875,4,"","Prenda"
"5560",0,1800,"",7,8,900,4,"","Prenda"
"5561",0,1850,"",7,8,925,4,"","Prenda"
"5563",9,1850,"",7,8,925,4,"","Prenda"
"5564",4,1800,"",7,8,900,4,"","Prenda"
"5566",0,1870,"",7,8,935,4,"","Prenda"
"5567",5,1790,"",7,8,895,4,"","Prenda"
"5568",0,1900,"",7,8,950,4,"","Prenda"
"5571",11,1900,"",7,8,950,4,"","Prenda"
"5574",7,1900,"",7,8,950,4,"","Prenda"
"5576",11,1900,"",7,8,950,4,"","Prenda"
"5578",15,1990,"",7,8,995,4,"","Prenda"
"5580",13,1920,"",7,8,960,4,"","Prenda"
"5582",11,1900,"",7,8,950,4,"","Prenda"
"5583",4,1690,"",7,8,845,4,"","Prenda"
"5587",17,1900,"",7,8,950,4,"","Prenda"
"5588",6,1900,"",7,8,950,4,"","Prenda"
"5589",13,1850,"",7,8,925,4,"","Prenda"
"5592",9,1950,"",7,8,975,4,"","Prenda"
"5593",6,1200,"",7,8,600,4,"","Prenda"
"5594",12,2000,"",7,8,1000,4,"","Prenda"
"5596",15,1290,"",7,8,645,4,"","Prenda"
"306",1,400,"bajo Aidee",8,9,200,4,"","Prenda"
"314",5,500,"bajo Aidee",8,9,250,4,"","Prenda"
"313",7,500,"bajo Aidee",8,9,250,4,"","Prenda"
"722",14,1860,"",8,9,930,4,"","Prenda"
"0725",4,1060,"",8,9,530,4,"","Prenda"
"0730",35,1700,"",8,9,850,4,"","Prenda"
"0752",1,1500,"",8,9,750,4,"","Prenda"
"0755",2,1100,"",8,9,550,4,"","Prenda"
"765",39,1860,"",8,9,930,4,"","Prenda"
"772",3,1500,"",10,11,750,4,"","Prenda"
"774",4,1400,"",8,9,700,4,"","Prenda"
"780",8,1560,"",8,9,780,4,"","Prenda"
"790",5,1400,"",8,9,700,4,"","Prenda"
"791",8,1640,"",8,9,820,4,"","Prenda"
"794",12,1700,"",8,9,850,4,"","Prenda"
"797",0,1600,"",8,9,800,4,"","Prenda"
"799",13,1600,"",8,9,800,4,"","Prenda"
"801",5,960,"",8,9,480,4,"","Prenda"
"804",3,1200,"bajo Aidee",8,9,600,4,"","Prenda"
"805",6,1360,"",8,9,680,4,"","Prenda"
"807",4,1200,"bajo Aidee",8,9,600,4,"","Prenda"
"810",2,1640,"",8,9,820,4,"","Prenda"
"811",7,1720,"",8,9,860,4,"","Prenda"
"812",4,1700,"",8,9,850,4,"","Prenda"
"815",8,2200,"",8,9,1100,4,"","Prenda"
"816",0,1700,"",8,9,850,4,"","Prenda"
"819",10,1700,"",8,9,850,4,"","Prenda"
"825",3,1600,"",8,9,800,4,"","Prenda"
"826",5,1500,"",8,9,750,4,"","Prenda"
"827",5,1600,"",8,9,800,4,"","Prenda"
"829",2,1700,"",8,9,850,4,"","Prenda"
"831",3,1600,"",8,9,800,4,"","Prenda"
"833",3,1760,"",8,9,880,4,"","Prenda"
"834",21,1460,"",8,9,730,4,"","Prenda"
"834",4,1860,"",8,9,930,4,"","Prenda"
"835",2,1660,"",8,9,830,4,"","Prenda"
"836",0,1860,"",8,9,930,4,"","Prenda"
"837",4,1400,"",8,9,700,4,"","Prenda"
"839",3,1600,"",8,9,800,4,"","Prenda"
"841",11,1800,"",8,9,900,4,"","Prenda"
"840",20,1700,"",8,9,850,4,"","Prenda"
"842",5,1600,"",8,9,800,4,"","Prenda"
"844",10,1600,"",8,9,800,4,"","Prenda"
"847",14,1640,"",8,9,820,4,"","Prenda"
"848",9,1860,"",8,9,930,4,"","Prenda"
"849",1,1100,"",8,9,550,4,"","Prenda"
"850",0,1700,"",8,9,850,4,"","Prenda"
"851",0,1700,"",8,9,850,4,"","Prenda"
"851T",2,1840,"",8,9,920,4,"","Prenda"
"852",6,2200,"",8,9,1100,4,"","Prenda"
"853",4,1500,"",8,9,750,4,"","Prenda"
"Chal",20,260,"",8,9,130,4,"","Prenda"
"chal",1,120,"",1,1,60,4,"","Prenda"
"2096",2,1080,"",4,4,540,4,"","Prenda"
"3359",2,1700,"",4,4,850,4,"","Prenda"
"3501",6,1140,"",4,4,570,4,"","Prenda"
"3718",4,1300,"",4,4,650,4,"","Prenda"
"3738",1,1300,"",4,4,650,4,"","Prenda"
"3752",7,1300,"",4,4,650,4,"","Prenda"
"3834",2,1240,"",4,4,620,4,"","Prenda"
"3845",6,1160,"",4,4,580,4,"","Prenda"
"3860",6,1300,"",4,4,650,4,"","Prenda"
"3879",0,1500,"",4,4,750,4,"","Prenda"
"3888",0,1100,"",4,4,550,4,"","Prenda"
"3895",0,1440,"",4,4,720,4,"","Prenda"
"3898",4,2260,"",4,4,1130,4,"","Prenda"
"3934",6,1300,"",4,4,650,4,"","Prenda"
"3956",7,800,"",4,4,400,4,"","Prenda"
"3964",5,1240,"",4,4,620,4,"","Prenda"
"3979",13,1300,"",4,4,650,4,"","Prenda"
"4002",9,1180,"",4,4,590,4,"","Prenda"
"4010",5,1180,"",4,4,590,4,"","Prenda"
"4022",7,1780,"",4,4,890,4,"","Prenda"
"4024",15,1580,"",4,4,790,4,"","Prenda"
"4036",8,1240,"",4,4,620,4,"","Prenda"
"4037",8,1500,"",4,4,750,4,"","Prenda"
"4041",3,1180,"",4,4,590,4,"","Prenda"
"4053",3,1080,"",4,4,540,4,"","Prenda"
"4054",9,1440,"",4,4,720,4,"","Prenda"
"4061",4,1340,"",4,4,670,4,"","Prenda"
"4076",5,1360,"",4,4,680,4,"","Prenda"
"4077",1,1600,"",4,4,800,4,"","Prenda"
"4095",0,1900,"",4,4,950,4,"","Prenda"
"4119",16,1320,"",4,4,660,4,"","Prenda"
"4133",2,1360,"",4,4,680,4,"","Prenda"
"4141",1,1500,"",4,4,750,4,"","Prenda"
"4150",7,1800,"",4,4,900,4,"","Prenda"
"4153",0,1780,"",4,4,890,4,"","Prenda"
"4154",2,1900,"",4,4,950,4,"","Prenda"
"4164",3,1980,"",4,4,990,4,"","Prenda"
"4169",4,1580,"",4,4,790,4,"","Prenda"
"4175",5,2300,"",4,4,1150,4,"","Prenda"
"4187",5,1398,"",4,4,699,4,"","Prenda"
"4188",4,1480,"",4,4,740,4,"","Prenda"
"4196",6,1700,"",4,4,850,4,"","Prenda"
"4210",5,1700,"",4,4,850,4,"","Prenda"
"4214",4,2998,"",4,4,1499,4,"","Prenda"
"4218",4,1440,"",4,4,720,4,"","Prenda"
"4221",1,1800,"",4,4,900,4,"","Prenda"
"4223",3,1440,"",4,4,720,4,"","Prenda"
"4224",4,2360,"",4,4,1180,4,"","Prenda"
"4232",4,2600,"",4,4,1300,4,"","Prenda"
"4233",9,1800,"",4,4,900,4,"","Prenda"
"4234",4,1920,"",4,4,960,4,"","Prenda"
"4238",2,1960,"",4,4,980,4,"","Prenda"
"4242",3,1500,"",4,4,750,4,"","Prenda"
"4258",7,1780,"",4,4,890,4,"","Prenda"
"4262",3,2500,"",4,4,1250,4,"","Prenda"
"4263",2,1700,"",4,4,850,4,"","Prenda"
"4264",4,1500,"",4,4,750,4,"","Prenda"
"4274",4,1900,"",4,4,950,4,"","Prenda"
"4275",2,1920,"",4,4,960,4,"","Prenda"
"4291",1,2398,"",4,4,1199,4,"","Prenda"
"4304",4,2398,"",4,4,1199,4,"","Prenda"
"4308",3,2300,"",4,4,1150,4,"","Prenda"
"4312",2,1700,"",4,4,850,4,"","Prenda"
"4329",1,1598,"",4,4,799,4,"","Prenda"
"14023",7,1100,"",4,4,550,4,"","Prenda"
"14028",5,1100,"",4,4,550,4,"","Prenda"
"14053",4,1600,"",4,4,800,4,"","Prenda"
"14056",3,1400,"",4,4,700,4,"","Prenda"
"14060",4,1940,"",4,4,970,4,"","Prenda"
"14061",4,1720,"",4,4,860,4,"","Prenda"
"9032",6,1000,"",2,2,500,4,"","Prenda"
"9033",3,1200,"",2,2,600,4,"","Prenda"
"9071",4,1200,"",2,2,600,4,"","Prenda"
"9080",0,1120,"",2,2,560,4,"","Prenda"
"9100",4,1200,"",2,2,600,4,"","Prenda"
"9112",2,1000,"",2,2,500,4,"","Prenda"
"9201",7,1200,"",2,2,600,4,"","Prenda"
"9205",5,1200,"",2,2,600,4,"","Prenda"
"9239",3,1200,"",2,2,600,4,"","Prenda"
"9310",5,1000,"",2,2,500,4,"","Prenda"
"9315",4,1000,"",2,2,500,4,"","Prenda"
"9320",6,1200,"",2,2,600,4,"","Prenda"
"9375",6,1200,"",2,2,600,4,"","Prenda"
"1425",34,420,"",1,1,210,4,"","Prenda"
"1025",5,210,"",1,1,105,4,"","Prenda"
"1122",1,1100,"",5,5,550,4,"","Prenda"
"1132",5,1200,"",5,5,600,4,"","Prenda"
"1220",7,1300,"",5,5,650,4,"","Prenda"
"1240",3,1300,"",5,5,650,4,"","Prenda"
"1551",11,1200,"",5,5,600,4,"","Prenda"
"1554",12,1200,"",5,5,600,4,"","Prenda"
"1662",11,1200,"",5,5,600,4,"","Prenda"
"1766",13,1300,"",5,5,650,4,"","Prenda"
"1771",1,1200,"",5,5,600,4,"","Prenda"
"COPAS",0,300,"",11,12,150,4,"","Prenda"
"Chalbor._Clau.",19,400,"",11,12,200,4,"","Prenda"
"Chalbor.angost.",3,300,"",11,12,150,4,"","Prenda"
"CHAL-EVE.",5,160,"",11,12,80,4,"","Prenda"
"saco_modelo",7,160,"",11,12,80,4,"","Prenda"
"bolero_modelo",15,120,"",11,12,60,4,"","Prenda"
"Chal-shifon.",32,120,"",11,12,60,4,"","Prenda"
"Saco_Shifon",52,300,"",11,12,150,4,"","Prenda"
"Toreritas_vest",14,200,"",11,12,100,4,"","Prenda"
"capitas_vest",5,100,"",11,12,50,4,"","Prenda"
