modelo,nombre,n_existencias,precio,descripcion,id_proveedor,id_marca,costo,id_tienda,notas
CDJC-214,Neon Nyx,1,4100.00,"",6,7,2050.00,1,""
CDJC-931,Neon Nyx,8,4700.00,"",6,7,2350.00,1,""
CDCF-158,Neon Nyx,23,3500.00,"",6,7,1750.00,1,""
EU-3090,Neon Nyx,9,2000.00,"",6,7,1000.00,1,""
GLL-1116,Neon Nyx,3,2400.00,"",6,7,1200.00,1,""
GLL-1332,Neon Nyx,10,2600.00,"",6,7,1300.00,1,""
NA-070,Neon Nyx,8,4780.00,"",6,7,2390.00,1,""
NA-5096,Neon Nyx,7,3880.00,"",6,7,1940.00,1,""
NL-3647,Neon Nyx,4,3200.00,"",6,7,1600.00,1,""
NL-3664,Neon Nyx,5,2900.00,"",6,7,1450.00,1,""
NL-3747,Neon Nyx,6,3200.00,"",6,7,1600.00,1,""
SP-7113,Neon Nyx,5,3880.00,"",6,7,1940.00,1,""
SP-8802,Neon Nyx,1,5700.00,"",6,7,2850.00,1,""
JE-2001,Neon Nyx,13,3800.00,"",6,7,1900.00,1,""
LEQ-705,Neon Nyx,8,3080.00,"",6,7,1540.00,1,""
